"Ref_index","Study","Location","Year.Mid","Age.min","Age.max","n.Suscept","n.Basic","n.Full","n.NotFull","N.age","N","prct.Full1","prct.Suscept","prct.Basic","prct.Full"
701,"Edmunds 2000","England & Wales",1996,45,49,NA,NA,NA,NA,NA,NA,NA,0.409,0.305,0.286
701,"Edmunds 2000","England & Wales",1996,50,54,NA,NA,NA,NA,NA,NA,NA,0.383,0.341,0.276
701,"Edmunds 2000","England & Wales",1996,55,59,NA,NA,NA,NA,NA,NA,NA,0.38,0.305,0.315
701,"Edmunds 2000","England & Wales",1996,60,64,NA,NA,NA,NA,NA,NA,NA,0.312,0.492,0.196
701,"Edmunds 2000","England & Wales",1996,65,69,NA,NA,NA,NA,NA,NA,NA,0.262,0.475,0.264
701,"Edmunds 2000","England & Wales",1996,70,74,NA,NA,NA,NA,NA,NA,NA,0.235,0.441,0.324
701,"Edmunds 2000","England & Wales",1996,75,80,NA,NA,NA,NA,NA,NA,NA,0.441,0.404,0.155
476,"Swart 2016","Netherlands",1995,0,0,NA,NA,NA,NA,187,7691,NA,0.281,0.324,0.395
476,"Swart 2016","Netherlands",1995,1,1,NA,NA,NA,NA,184,7691,NA,0.027,0.282,0.691
476,"Swart 2016","Netherlands",1995,2,2,NA,NA,NA,NA,156,7691,NA,0.015,0.154,0.831
476,"Swart 2016","Netherlands",1995,3,3,NA,NA,NA,NA,213,7691,NA,0.021,0.412,0.567
476,"Swart 2016","Netherlands",1995,4,4,NA,NA,NA,NA,153,7691,NA,0.021,0.493,0.487
476,"Swart 2016","Netherlands",1995,5,5,NA,NA,NA,NA,102,7691,NA,0.006,0.098,0.896
476,"Swart 2016","Netherlands",1995,6,6,NA,NA,NA,NA,119,7691,NA,0.018,0.086,0.896
476,"Swart 2016","Netherlands",1995,7,7,NA,NA,NA,NA,101,7691,NA,0.006,0.3,0.694
476,"Swart 2016","Netherlands",1995,8,8,NA,NA,NA,NA,127,7691,NA,0.012,0.401,0.588
476,"Swart 2016","Netherlands",1995,9,9,NA,NA,NA,NA,97,7691,NA,0.021,0.315,0.665
476,"Swart 2016","Netherlands",1995,10,10,NA,NA,NA,NA,113,7691,NA,0,0.11,0.89
476,"Swart 2016","Netherlands",1995,11,11,NA,NA,NA,NA,110,7691,NA,0.006,0.08,0.914
476,"Swart 2016","Netherlands",1995,12,14,NA,NA,NA,NA,349,7691,NA,0.006,0.104,0.89
476,"Swart 2016","Netherlands",1995,15,19,NA,NA,NA,NA,NA,7691,NA,0.003,0.309,0.688
476,"Swart 2016","Netherlands",1995,20,24,NA,NA,NA,NA,NA,7691,NA,0.009,0.374,0.617
476,"Swart 2016","Netherlands",1995,25,19,NA,NA,NA,NA,NA,7691,NA,0.042,0.365,0.593
476,"Swart 2016","Netherlands",1995,20,34,NA,NA,NA,NA,NA,7691,NA,0.033,0.395,0.573
476,"Swart 2016","Netherlands",1995,35,39,NA,NA,NA,NA,NA,7691,NA,0.083,0.404,0.513
476,"Swart 2016","Netherlands",1995,40,44,NA,NA,NA,NA,NA,7691,NA,0.047,0.374,0.579
476,"Swart 2016","Netherlands",1995,45,49,NA,NA,NA,NA,NA,7691,NA,0.053,0.258,0.688
476,"Swart 2016","Netherlands",1995,50,54,NA,NA,NA,NA,NA,7691,NA,0.172,0.389,0.439
476,"Swart 2016","Netherlands",1995,55,59,NA,NA,NA,NA,NA,7691,NA,0.211,0.418,0.371
476,"Swart 2016","Netherlands",1995,60,64,NA,NA,NA,NA,NA,7691,NA,0.145,0.51,0.344
476,"Swart 2016","Netherlands",1995,65,69,NA,NA,NA,NA,NA,7691,NA,0.199,0.561,0.24
476,"Swart 2016","Netherlands",1995,70,74,NA,NA,NA,NA,NA,7691,NA,0.323,0.398,0.279
476,"Swart 2016","Netherlands",1995,75,79,NA,NA,NA,NA,NA,7691,NA,0.507,0.332,0.16
476,"Swart 2016","Netherlands",2006,0,0,NA,NA,NA,NA,NA,6383,NA,0.087,0.317,0.596
476,"Swart 2016","Netherlands",2006,1,1,NA,NA,NA,NA,NA,6383,NA,0.021,0.363,0.616
476,"Swart 2016","Netherlands",2006,2,2,NA,NA,NA,NA,NA,6383,NA,0.102,0.528,0.37
476,"Swart 2016","Netherlands",2006,3,3,NA,NA,NA,NA,NA,6383,NA,0.109,0.444,0.447
476,"Swart 2016","Netherlands",2006,4,4,NA,NA,NA,NA,NA,6383,NA,0.009,0.111,0.88
476,"Swart 2016","Netherlands",2006,5,5,NA,NA,NA,NA,NA,6383,NA,0,0.203,0.797
476,"Swart 2016","Netherlands",2006,6,6,NA,NA,NA,NA,NA,6383,NA,0.056,0.408,0.536
476,"Swart 2016","Netherlands",2006,7,7,NA,NA,NA,NA,NA,6383,NA,0.029,0.318,0.653
476,"Swart 2016","Netherlands",2006,8,8,NA,NA,NA,NA,NA,6383,NA,0.054,0.35,0.596
476,"Swart 2016","Netherlands",2006,9,9,NA,NA,NA,NA,NA,6383,NA,0.032,0.146,0.822
476,"Swart 2016","Netherlands",2006,10,10,NA,NA,NA,NA,NA,6383,NA,0.014,0.218,0.768
476,"Swart 2016","Netherlands",2006,11,11,NA,NA,NA,NA,NA,6383,NA,0.044,0.211,0.745
476,"Swart 2016","Netherlands",2006,12,14,NA,NA,NA,NA,NA,6383,NA,0.014,0.267,0.719
476,"Swart 2016","Netherlands",2006,15,19,NA,NA,NA,NA,NA,6383,NA,0.033,0.417,0.55
476,"Swart 2016","Netherlands",2006,20,24,NA,NA,NA,NA,NA,6383,NA,0.056,0.46,0.484
476,"Swart 2016","Netherlands",2006,25,19,NA,NA,NA,NA,NA,6383,NA,0.064,0.354,0.582
476,"Swart 2016","Netherlands",2006,20,34,NA,NA,NA,NA,NA,6383,NA,0.062,0.385,0.553
476,"Swart 2016","Netherlands",2006,35,39,NA,NA,NA,NA,NA,6383,NA,0.06,0.396,0.544
476,"Swart 2016","Netherlands",2006,40,44,NA,NA,NA,NA,NA,6383,NA,0.097,0.427,0.476
476,"Swart 2016","Netherlands",2006,45,49,NA,NA,NA,NA,NA,6383,NA,0.072,0.378,0.55
476,"Swart 2016","Netherlands",2006,50,54,NA,NA,NA,NA,NA,6383,NA,0.036,0.334,0.63
476,"Swart 2016","Netherlands",2006,55,59,NA,NA,NA,NA,NA,6383,NA,0.14,0.307,0.553
476,"Swart 2016","Netherlands",2006,60,64,NA,NA,NA,NA,NA,6383,NA,0.239,0.346,0.415
476,"Swart 2016","Netherlands",2006,65,69,NA,NA,NA,NA,NA,6383,NA,0.213,0.466,0.321
476,"Swart 2016","Netherlands",2006,70,74,NA,NA,NA,NA,NA,6383,NA,0.206,0.452,0.342
476,"Swart 2016","Netherlands",2006,75,79,NA,NA,NA,NA,NA,6383,NA,0.278,0.499,0.223
437,"Wagner 2012","England",2009,0,0,NA,NA,NA,NA,NA,2697,NA,0.371,0.236,0.394
437,"Wagner 2012","England",2009,1,1,NA,NA,NA,NA,NA,2697,NA,0.055,0.267,0.678
437,"Wagner 2012","England",2009,2,2,NA,NA,NA,NA,NA,2697,NA,0.065,0.265,0.669
437,"Wagner 2012","England",2009,3,3,NA,NA,NA,NA,NA,2697,NA,0.097,0.253,0.651
437,"Wagner 2012","England",2009,4,4,NA,NA,NA,NA,NA,2697,NA,0.095,0.221,0.684
437,"Wagner 2012","England",2009,5,5,NA,NA,NA,NA,NA,2697,NA,0.12,0.173,0.707
437,"Wagner 2012","England",2009,6,6,NA,NA,NA,NA,NA,2697,NA,0.08,0.251,0.669
437,"Wagner 2012","England",2009,7,7,NA,NA,NA,NA,NA,2697,NA,0.078,0.265,0.657
437,"Wagner 2012","England",2009,8,8,NA,NA,NA,NA,NA,2697,NA,0.063,0.244,0.693
437,"Wagner 2012","England",2009,9,9,NA,NA,NA,NA,NA,2697,NA,0.107,0.259,0.634
437,"Wagner 2012","England",2009,10,11,NA,NA,NA,NA,NA,2697,NA,0.208,0.354,0.438
437,"Wagner 2012","England",2009,12,15,NA,NA,NA,NA,NA,2697,NA,0.147,0.364,0.488
437,"Wagner 2012","England",2009,16,19,NA,NA,NA,NA,NA,2697,NA,0.067,0.238,0.695
437,"Wagner 2012","England",2009,20,24,NA,NA,NA,NA,NA,2697,NA,0.046,0.244,0.709
437,"Wagner 2012","England",2009,25,34,NA,NA,NA,NA,NA,2697,NA,0.147,0.335,0.518
437,"Wagner 2012","England",2009,35,44,NA,NA,NA,NA,NA,2697,NA,0.274,0.421,0.305
437,"Wagner 2012","England",2009,45,69,NA,NA,NA,NA,NA,2697,NA,0.417,0.345,0.238
437,"Wagner 2012","England",2009,70,80,NA,NA,NA,NA,NA,2697,NA,0.331,0.394,0.276
612,"Miyamura 1983","Japan",1975,0,0,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.157
612,"Miyamura 1983","Japan",1975,1,1,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.32
612,"Miyamura 1983","Japan",1975,2,2,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.664
612,"Miyamura 1983","Japan",1975,3,3,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.741
612,"Miyamura 1983","Japan",1975,4,4,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.749
612,"Miyamura 1983","Japan",1975,5,5,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.756
612,"Miyamura 1983","Japan",1975,6,6,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.861
612,"Miyamura 1983","Japan",1975,7,7,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.93
612,"Miyamura 1983","Japan",1975,8,8,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.836
612,"Miyamura 1983","Japan",1975,9,9,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.865
612,"Miyamura 1983","Japan",1975,10,10,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.91
612,"Miyamura 1983","Japan",1975,11,11,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.855
612,"Miyamura 1983","Japan",1975,12,12,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.924
612,"Miyamura 1983","Japan",1975,13,13,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.951
612,"Miyamura 1983","Japan",1975,14,14,NA,NA,NA,NA,NA,2870,NA,NA,NA,0.935
612,"Miyamura 1983","Japan",1976,0,0,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.277
612,"Miyamura 1983","Japan",1976,1,1,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.348
612,"Miyamura 1983","Japan",1976,2,2,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.511
612,"Miyamura 1983","Japan",1976,3,3,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.744
612,"Miyamura 1983","Japan",1976,4,4,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.79
612,"Miyamura 1983","Japan",1976,5,5,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.861
612,"Miyamura 1983","Japan",1976,6,6,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.818
612,"Miyamura 1983","Japan",1976,7,7,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.882
612,"Miyamura 1983","Japan",1976,8,8,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.921
612,"Miyamura 1983","Japan",1976,9,9,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.918
612,"Miyamura 1983","Japan",1976,10,10,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.829
612,"Miyamura 1983","Japan",1976,11,11,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.865
612,"Miyamura 1983","Japan",1976,12,12,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.92
612,"Miyamura 1983","Japan",1976,13,13,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.922
612,"Miyamura 1983","Japan",1976,14,14,NA,NA,NA,NA,NA,2866,NA,NA,NA,0.935
612,"Miyamura 1983","Japan",1977,0,0,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.336
612,"Miyamura 1983","Japan",1977,1,1,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.319
612,"Miyamura 1983","Japan",1977,2,2,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.388
612,"Miyamura 1983","Japan",1977,3,3,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.782
612,"Miyamura 1983","Japan",1977,4,4,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.802
612,"Miyamura 1983","Japan",1977,5,5,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.849
612,"Miyamura 1983","Japan",1977,6,6,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.846
612,"Miyamura 1983","Japan",1977,7,7,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.879
612,"Miyamura 1983","Japan",1977,8,8,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.938
612,"Miyamura 1983","Japan",1977,9,9,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.931
612,"Miyamura 1983","Japan",1977,10,10,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.918
612,"Miyamura 1983","Japan",1977,11,11,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.969
612,"Miyamura 1983","Japan",1977,12,12,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.921
612,"Miyamura 1983","Japan",1977,13,13,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.936
612,"Miyamura 1983","Japan",1977,14,14,NA,NA,NA,NA,NA,3055,NA,NA,NA,0.921
612,"Miyamura 1983","Japan",1978,0,0,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.255
612,"Miyamura 1983","Japan",1978,1,1,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.269
612,"Miyamura 1983","Japan",1978,2,2,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.339
612,"Miyamura 1983","Japan",1978,3,3,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.75
612,"Miyamura 1983","Japan",1978,4,4,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.839
612,"Miyamura 1983","Japan",1978,5,5,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.788
612,"Miyamura 1983","Japan",1978,6,6,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.835
612,"Miyamura 1983","Japan",1978,7,7,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.767
612,"Miyamura 1983","Japan",1978,8,8,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.773
612,"Miyamura 1983","Japan",1978,9,9,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.908
612,"Miyamura 1983","Japan",1978,10,10,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.944
612,"Miyamura 1983","Japan",1978,11,11,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.911
612,"Miyamura 1983","Japan",1978,12,12,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.833
612,"Miyamura 1983","Japan",1978,13,13,NA,NA,NA,NA,NA,2433,NA,NA,NA,0.909
612,"Miyamura 1983","Japan",1978,14,14,NA,NA,NA,NA,NA,2433,NA,NA,NA,1
612,"Miyamura 1983","Japan",1979,0,0,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.242
612,"Miyamura 1983","Japan",1979,1,1,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.183
612,"Miyamura 1983","Japan",1979,2,2,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.362
612,"Miyamura 1983","Japan",1979,3,3,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.739
612,"Miyamura 1983","Japan",1979,4,4,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.77
612,"Miyamura 1983","Japan",1979,5,5,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.827
612,"Miyamura 1983","Japan",1979,6,6,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.847
612,"Miyamura 1983","Japan",1979,7,7,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.812
612,"Miyamura 1983","Japan",1979,8,8,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.877
612,"Miyamura 1983","Japan",1979,9,9,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.856
612,"Miyamura 1983","Japan",1979,10,10,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.887
612,"Miyamura 1983","Japan",1979,11,11,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.906
612,"Miyamura 1983","Japan",1979,12,12,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.813
612,"Miyamura 1983","Japan",1979,13,13,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.714
612,"Miyamura 1983","Japan",1979,14,14,NA,NA,NA,NA,NA,2762,NA,NA,NA,0.737
612,"Miyamura 1983","Japan",1980,0,0,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.181
612,"Miyamura 1983","Japan",1980,1,1,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.094
612,"Miyamura 1983","Japan",1980,2,2,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.356
612,"Miyamura 1983","Japan",1980,3,3,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.763
612,"Miyamura 1983","Japan",1980,4,4,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.751
612,"Miyamura 1983","Japan",1980,5,5,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.774
612,"Miyamura 1983","Japan",1980,6,6,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.716
612,"Miyamura 1983","Japan",1980,7,7,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.705
612,"Miyamura 1983","Japan",1980,8,8,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.679
612,"Miyamura 1983","Japan",1980,9,9,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.694
612,"Miyamura 1983","Japan",1980,10,10,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.733
612,"Miyamura 1983","Japan",1980,11,11,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.889
612,"Miyamura 1983","Japan",1980,12,12,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.968
612,"Miyamura 1983","Japan",1980,13,13,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.696
612,"Miyamura 1983","Japan",1980,14,14,NA,NA,NA,NA,NA,2717,NA,NA,NA,0.893
432,"Gasparini 1997","Siena, Italy",1993,0,10,1,36,47,37,84,602,NA,0.012,0.429,0.56
432,"Gasparini 1997","Siena, Italy",1993,11,20,0,29,41,29,70,602,NA,0,0.414,0.586
432,"Gasparini 1997","Siena, Italy",1993,21,30,3,65,22,68,90,602,NA,0.033,0.722,0.244
432,"Gasparini 1997","Siena, Italy",1993,31,40,6,82,20,88,108,602,NA,0.056,0.759,0.185
432,"Gasparini 1997","Siena, Italy",1993,41,50,15,111,4,126,130,602,NA,0.115,0.854,0.031
432,"Gasparini 1997","Siena, Italy",1993,51,59,5,27,0,32,32,602,NA,0.156,0.844,0
432,"Gasparini 1997","Siena, Italy",1993,60,80,7,75,6,82,88,602,NA,0.08,0.852,0.068
